id	url	bodyText	Scope	Understandability?
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNzI1NTMwMA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_appformer/pr_933.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNzI1NTMwMA==	Suggested change                                                                                                 * Copyright 202 Red Hat, Inc. and/or its affiliates.                                                 * Copyright 2020 Red Hat, Inc. and/or its affiliates.	Javadoc	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2OTcwNDQ5Nw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_appformer/pr_1025.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2OTcwNDQ5Nw==	This is already in org.kie.workbench.common.dmn.webapp.kogito.marshaller.mapper.JsUtils	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNzY1NjkwNw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_appformer/pr_1080.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNzY1NjkwNw==	Suggested change                                                                                                    public void addInternalComponents(List<ExternalComponent> components) {                                                    public void addProvidedComponents(List<ExternalComponent> components) {	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDgzMzIyOQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_drools/pr_2870.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDgzMzIyOQ==	Please split to multiple lines.	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMzE4MzkzMA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_drools/pr_2926.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMzE4MzkzMA==	Is it possible to remove this workaround too hardcoded on ResourceType.PMML and use the generic new isNative condition?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMDE3OTY4OA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_drools/pr_2832.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMDE3OTY4OA==	missing license header	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMzAzMzQxNQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_drools/pr_3237.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyMzAzMzQxNQ==	Does this work in Java11/Native image?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MDY0ODIwNw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_drools/pr_2900.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MDY0ODIwNw==	I believe that having a ThreadLocal here is only necessary if the engine is running in parallel evaluation mode (which is not the default). Probably you could have a single plain NodeStats if parallel evaluation is not enabled.	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MzUwNDQ2Mw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_droolsjbpm-integration/pr_2220.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MzUwNDQ2Mw==	typo                         Suggested change                                                                                                public class InmutableContainerStartupStrategy implements StartupStrategy {                                                public class ImmutableContainerStartupStrategy implements StartupStrategy {	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2OTg3NjE3MQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_droolsjbpm-integration/pr_2191.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2OTg3NjE3MQ==	please change it to:                         Suggested change                                                                                                    private static Logger logger = LoggerFactory.getLogger(AuditDataReplicationProcessEventProducer.class);                                                    private static final Logger logger = LoggerFactory.getLogger(JMSSender.class);	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTI5ODgxNg==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_droolsjbpm-integration/pr_2191.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTI5ODgxNg==	typo                         Suggested change                                                                                                    public TaskLifeCycleEventListener createBAMTaskSumaryListener(EntityManagerFactory emf) {                                                    public TaskLifeCycleEventListener createBAMTaskSummaryListener(EntityManagerFactory emf) {	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU1MzUyODQ0Ng==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_droolsjbpm-integration/pr_2344.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU1MzUyODQ0Ng==	Can containerSpec or getID() return a null value?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2OTQ5MTA1OA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_droolsjbpm-integration/pr_1986.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2OTQ5MTA1OA==	This is a bit confusing. Constants names are usually all upper case.	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxODgyOTQ4Mw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_droolsjbpm-integration/pr_2288.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxODgyOTQ4Mw==	It would be nice to check some other data structure for the cloudEvent rather than always a String.	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NDY0OTE0Nw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_droolsjbpm-integration/pr_2191.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NDY0OTE0Nw==	typo                        Suggested change                                                                                                                throw new RuntimeException("Exception when receiving audit event event", e);                                                                throw new RuntimeException("Exception when receiving audit event", e);	String value	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NzMyNzc4MA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_jbpm/pr_1740.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NzMyNzc4MA==	typo                         Suggested change                                                                                                                    List<? extends Reassignment> ressignments = escalation.getReassignments();                                                                    List<? extends Reassignment> reassignments = escalation.getReassignments();	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyNjAxODk1NQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_jbpm/pr_1804.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyNjAxODk1NQ==	Compilation error - this constructor has protected access only	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMTczNDQ5Mw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_jbpm/pr_1808.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMTczNDQ5Mw==	Please note that event is fired only if the signal has scope external	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNjUyOTIxOA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_jbpm/pr_1637.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNjUyOTIxOA==	Perhaps we may use Apache Commons Lang abbreviate method, adding 3 dots at the end, to indicate that it's trimmed. Notice that this method would throw IllegalArgumentException if length is equal or less than 3 (should not be a common length to use). What do you think?                         Suggested change                                                                                                        String trimmedErrorMessage = errorMessage;                                                        if (trimmedErrorMessage != null && trimmedErrorMessage.length() > ERROR_LOG_LENGTH) {                                                            trimmedErrorMessage = trimmedErrorMessage.substring(0, ERROR_LOG_LENGTH);                                                        }                                                        super.setErrorMessage(trimmedErrorMessage);                                                        super.setErrorMessage(StringUtils.abbreviate(errorMessage, ERROR_LOG_LENGTH));	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxODA2ODM4OQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_jbpm/pr_1794.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxODA2ODM4OQ==	you need to add a callback here to know if the message was delivered or not. https://kafka.apache.org/10/javadoc/org/apache/kafka/clients/producer/KafkaProducer.html#send-org.apache.kafka.clients.producer.ProducerRecord-org.apache.kafka.clients.producer.Callback- in case the callback is a exception the data needs to be logged entirely	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNDkxNjUxOA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3276.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNDkxNjUxOA==	This class, as part of the BPMN eclise model for client side (kie-wb-common-stunner-bpmn-emf),  is being auto-generated from an eclipse model / plugin, so we're NOT  allowed to manually change any class in this module! Is the code here really necessary???? Again, this should not be manually changed please.	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODAwNjIwNw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3357.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODAwNjIwNw==	This seems be used just in single unit test, do we really need it?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDYxMTg5MQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3290.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDYxMTg5MQ==	Could be final as well	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMzc5MzA1MQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3316.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMzc5MzA1MQ==	This can be simplified: private boolean typeRefMatchesBuiltInType(final QName typeRef) {         return BuiltInTypeUtils.isBuiltInType(typeRef.getLocalPart());     }	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2NjIwODY2Mg==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3365.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2NjIwODY2Mg==	Reading sonar report, shouldn't we implement as :     public Set<String> find(final Path path) {         final Set<String> result = new HashSet<>();          final WorkspaceProject workspaceProject = projectService.resolveProject(path);          final List<RefactoringPageRow> rows = refactoringQueryService.query(FindPackageNamesQuery.NAME,                                                                             getValueIndexTerms(workspaceProject));          for (RefactoringPageRow row : rows) {             result.add(row.getValue().toString());         }                  return result;     } ?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4NTc0NTcyNQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3199.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4NTc0NTcyNQ==	I'm a stickler for parameters on new lines.. but it's just my opinion, so I state it but don't expect it to be fixed.	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU4NDY3NjEyMg==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3347.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU4NDY3NjEyMg==	why the cache relies on the BpmnNode instance? This is an eclipse model object, not our internal model object. I would prefer, if possible, to always rely on our models, so we can populate the cache any time, whitout the need for having the eclipse models being parsed as well. WDYT?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MjU2MDExMQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3317.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MjU2MDExMQ==	can be package protected	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2NTgyMzYyNA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3101.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2NTgyMzYyNA==	formatting	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MjU3MTY1OQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3335.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MjU3MTY1OQ==	no need for this	Code	Discard
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3NjMwODYyMQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kie-wb-common/pr_3142.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3NjMwODYyMQ==	Do I want to be reallllllllly picky here? If we have an enumeration like: [1="one", 2="two, deux", 3="three"] this will break. Don't you have a utility class somewhere to handle the correct splits?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTYxMzU1MQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-apps/pr_395.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTYxMzU1MQ==	Can you please add an explicit if( instanceof) to improve readability?	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MzQ2MDY2NA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-apps/pr_428.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MzQ2MDY2NA==	Please consider to throw exception.	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNTAxNzM2MQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-apps/pr_241.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNTAxNzM2MQ==	At the moment, I see these hard-coded values:  "graphiql": before this PR, this value was only used in VertxRouterSetup, but now it's used also in MultiTenantResolved and KeycloakIntegrationIndexingServiceIT. "web-app-tenant": it's used here and in the properties to configure the oidc properties.  What about to add a property to define the "graphiql" property: ´´´ dataindex.vertx-graphql.ui.path=/graphiql ´´´ | Note that the name property is in sync with the default vertx property called "quarkus.vertx-graphql.ui.path" (more in here) And also define the tenants for each path in the properties: dataindex.paths."/graphiql".tenant=web-app-tenant  This way we can configure the tenants and configuration entirely driven by properties: %keycloak.quarkus.oidc.web-app-tenant.auth-server-url=http://localhost:8280/auth/realms/kogito %keycloak.quarkus.oidc.web-app-tenant.client-id=kogito-data-index-service %keycloak.quarkus.oidc.web-app-tenant.credentials.secret=secret %keycloak.quarkus.oidc.web-app-tenant.application-type=web-app  And we can even define more custom tenants for different paths: dataindex.paths."/custom".tenant=custom-app-tenant %keycloak.quarkus.oidc.custom-app-tenant.auth-server-url=http://localhost:8280/auth/realms/kogitocustom  This is specially interesting to define different roles by paths. What do you think?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MDExOTAxOA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-apps/pr_241.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MDExOTAxOA==	I think this test relies on some properties being injected from a maven profile. In order to make it isolated, what do you think of creating a givenTenantConfigured where: private void givenTentantIsConfigured() {         multiTenantResolver.graphUITenantId = GRAPH_UI_TENANT;         multiTenantResolver.graphUIPath = GRAPH_UI_PATH;     }	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMTU1MTI5NQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-apps/pr_188.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMTU1MTI5NQ==	PATCH (like PUT) should target a specific ID, present as a path param.http://restcookbook.com/HTTP%20Methods/patch/	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MDk0Mzk2MA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-apps/pr_530.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MDk0Mzk2MA==	What about make both of them warn or debug?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MjQ3MTkzMQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-apps/pr_530.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MjQ3MTkzMQ==	Suggested change                                                                                                    void testPrequalificationDMNExplanation1() throws ExecutionException, InterruptedException, TimeoutException {                                                    void testPrequalificationDMNExplanation() throws ExecutionException, InterruptedException, TimeoutException {	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NDYzNTA2Ng==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-apps/pr_241.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NDYzNTA2Ng==	Suggested change                                                                                                        verify(vertxRouterSetup,never()).addGraphiqlRequestHeader(any());                                                        verify(vertxRouterSetup, never()).addGraphiqlRequestHeader(any());	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU2MjE4MzMzNg==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_825.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU2MjE4MzMzNg==	I think you can use existing generatedAnnotation field	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MTE3MzEzMQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_327.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MTE3MzEzMQ==	Please can you explain what you have changed?	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MTE3MzU4OA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_327.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MTE3MzU4OA==	Please add systemMonitoring || or remove the property, now it is not used :)	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4ODc0NzM2MQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_763.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4ODc0NzM2MQ==	As far as I can see this concept only exists in Spring and not in CDI (even if quarkus impl should be lazy by default). Why do you need it? Minor note, can you add a javadoc?	Javadoc	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDMxNDQ3Nw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_486.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDMxNDQ3Nw==	same, you can extract this block of code to build the action	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MzE5NDYwNQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_929.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MzE5NDYwNQ==	this may be useless	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMzI5NDMwOQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_472.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMzI5NDMwOQ==	Maybe move all those strings to constants?	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNjczNjIyOA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_475.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNjczNjIyOA==	What is our current code style? Somewhere it is one param per line, somewhere it is all on one line.	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMzM4MjM5Mw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_kogito-runtimes/pr_839.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMzM4MjM5Mw==	What do you mean with demo?	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MzY5NTgzNw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_optaplanner/pr_890.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MzY5NTgzNw==	Maybe an explanation here would be nice?	Comments	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNjIxNjA5MQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_optaplanner/pr_1064.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNjIxNjA5MQ==	My suggestion is to remove this field and instead have                         Suggested change                                                                                                    private int nodeIndexMaximum = -1; // So that the first node starts at 0 when it increments.                                                    private int nextNodeIndex = 0;                                                                                                        public int nextNodeIndex() {                                                        return nextNodeIndex++;                                                    }                                 Every time a new node is created, it call this method and automatically gets the next one. Remember that join nodes are created after both bridges are created, so a join will never be before it's bridges or anything before it (but we should test those nodeIndexes with a unit test).	Code	No
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMDcyMzQzNw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kiegroup_optaplanner/pr_718.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMDcyMzQzNw==	If you use format, don't use concatenate +: format("... Expected regular expression (%s) ...", regex)	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MDU1NTExMw==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kitodo_kitodo-production/pr_3907.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MDU1NTExMw==	The last if condition and the return true; at the end can be simplified to return firstTask.isBatchStep() == secondTask.isBatchStep();	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTM0MzM0OQ==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kitodo_kitodo-production/pr_3921.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTM0MzM0OQ==	Suggested change                                                                                                                .collect(Collectors.toList());                                                        mediaUnits.sort(Comparator.comparing(MediaUnit::getOrder));                                                                .sorted(Comparator.comparing(MediaUnit::getOrder)).collect(Collectors.toList());	Code	Yes
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MjgyMjIyMA==	https://delanohelio.github.io/code_reviews/inlineReviewPagePilot.html?json=https://delanohelio.github.io/code_reviews/kitodo_kitodo-production/pr_3858.json&inline=MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MjgyMjIyMA==	Suggested change                                                                                                    private boolean allChildsExported(Process process) {                                                        if (process.getChildren().isEmpty()) {                                                            boolean allChildsExported = true;                                                            for (Process child : process.getChildren()) {                                                                allChildsExported &= child.isExported();                                                            }                                                            return allChildsExported;                                                    private boolean allChildrenExported(Process process) {                                                        if (process.getChildren().isEmpty()) {                                                            boolean allChildrenExported = true;                                                            for (Process child : process.getChildren()) {                                                                allChildrenExported &= child.isExported();                                                            }                                                            return allChildrenExported;                                 It should be "children" instead of "childs".	Code	Yes
