project	pr_number	id	key	url	bodyText	RQ1 - Scope	RQ1 - Understandability?	selected-sample	RQ2 - Understandability smells	RQ2 - Where	RQ3 - Acceptability	RQ4 - Improvement	RQ5 - Patch Merged	RQ5 - Patch reverted in the pull request	RQ5 - Patch in the last version of the file	RQ5 - Patch reverted in the codebase history	RQ6 - Spotbugs	RQ6 - PMD	RQ6 - SonarQube	RQ6 - Checkstyle	RQ6 - Covered	Implicit or Explicit?	Why is this related to understandability?
pravega/pravega	4588	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5OTI5MDQ1OA==	1858	https://codeupcrc.github.io/?key=1858	+1	Code	No	FALSE															
prebid/prebid-server-java	1031	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMTYxOTgzNA==	1861	https://codeupcrc.github.io/?key=1861	Minor. Pls place this line near to usage.	Code	Yes	FALSE															
prebid/prebid-server-java	664	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNzQ5NTAwMg==	1866	https://codeupcrc.github.io/?key=1866	inline throws	Code	Yes	TRUE	Inconsistent or disrupted formatting	Method	Accepted	Add or remove vertical spacing	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The reviewer suggests an improvement in formatting. This type of changing do not affect functionality or performance, it is only to improve the understandability
prebid/prebid-server-java	685	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNDQ3NDUyMQ==	1865	https://codeupcrc.github.io/?key=1865	make {{Host}} and {{SourceId}} constants in the class	Code	Yes	FALSE															
prebid/prebid-server-java	729	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNTg2MjY4MQ==	1863	https://codeupcrc.github.io/?key=1863	Probably you can remove this 'if' completely and later use impsByTagID.keySet(), the result should be the same.	Code	Yes	FALSE															
prebid/prebid-server-java	1032	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNDE0NDYzMg==	1860	https://codeupcrc.github.io/?key=1860	Method is not on his method call ordering position	Code	Yes	TRUE	Inconsistent or disrupted formatting	Class	Accepted	Move methods to be in call ordering	Yes		No	No	NONE	NONE	NONE	NONE	FALSE	Implicit	The suggestion pertains to the formatting of the source code. Changes in formatting enhance the aesthetics of the code, enabling developers to recognize and understand the code elements.
prebid/prebid-server-java	583	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2NjUwNzUyMA==	1870	https://codeupcrc.github.io/?key=1870	No need to add a custom message, just use the one from caught exception - e.getMessage().	Code	Yes	FALSE															
prebid/prebid-server-java	596	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MDYwNDY0Mw==	1868	https://codeupcrc.github.io/?key=1868	Arrange method, according to workflow chain.	Code	Yes	FALSE															
prebid/prebid-server-java	596	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3Mjg1NDAzNg==	1869	https://codeupcrc.github.io/?key=1869	FALSE	Code	No	FALSE															
prebid/prebid-server-java	712	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyOTIxMzg2Nw==	1864	https://codeupcrc.github.io/?key=1864	Hint: we can use Objects.equals(...) helper here, so will avoid one check.	Code	Yes	FALSE															
prestodb/presto	14101	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3OTMwMzE5MA==	1875	https://codeupcrc.github.io/?key=1875	keep	Comments	No	FALSE															
prestodb/presto	15187	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5MTEzODQ4NA==	1872	https://codeupcrc.github.io/?key=1872	why can we short circuit for non-structs?  is it because there will never be any subfields?  I think the shortcircuiting is more confusing.	Code	Yes	TRUE	Complex, long, or inadequate logic	Conditional	Accepted	Replace short-circuit in stream by an alternative reducing operation	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Explicit	The comment says explicitly that the code is confusing
prestodb/presto	14863	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODMxODc5OA==	1873	https://codeupcrc.github.io/?key=1873	nit: Should we omit adding a helper method when it is used only once ? I think this can be inlined ?	Code	Yes	FALSE															
primefaces/primefaces	6472	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNjI0OTEyNg==	1876	https://codeupcrc.github.io/?key=1876	Made this a fall through since both 'z' and 'Z' do the same thing.	Code	Yes	FALSE															
primefaces/primefaces	6041	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MTQ3NzA2NQ==	1878	https://codeupcrc.github.io/?key=1878	I think a better way to write this method is:         protected void addResponseCookie(ExternalContext externalContext) {             final boolean secure = ((HttpServletRequest) externalContext.getRequest()).isSecure();             Map<String, Object> map;             if (secure) {                 map = new HashMap<>(2);                 map.put("secure", secure);                 map.put("sameSite", "Strict");             }             else {                 map = Collections.emptyMap();             }             externalContext.addResponseCookie(Constants.DOWNLOAD_COOKIE, "true", map);         } I also future proofed it by adding sameSite=Strict even though JSF and Servlet spec does not support it yet it hopefully will in the future as this is becoming a requirement of most browsers.	Code	Yes	TRUE	Complex, long, or inadequate logic	Method	Accepted	Rewrite the code to avoid semantic duplicate method call	Yes		No	No	NONE	NONE	Two branches in a conditional structure should not have exactly the same implementation	NONE	TRUE	Implicit	The proposed change in the code suggests writing it in a different style. It's worth noting that this change doesn't affect the functionality or performance, but rather it makes the code more understandable by improving its readability.
project-ncl/pnc	3335	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5OTcyODc5Mg==	1881	https://codeupcrc.github.io/?key=1881	(!(o instanceof BuildConfigurationAudited))	Code	No	FALSE															
project-ncl/pnc	3342	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwMDg5MDAxMg==	1880	https://codeupcrc.github.io/?key=1880	Please add super.close() there so that the underlying regular client closes too.	Code	No	FALSE															
project-ncl/pnc	3090	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzODE5OTI0Nw==	1882	https://codeupcrc.github.io/?key=1882	A Build Config contains...	Javadoc	Yes	FALSE															
pytorch/serve	15	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2OTMxNDQ3OA==	1889	https://codeupcrc.github.io/?key=1889	this removes unregisterModel() is the impl for this coming in a future commit?	Code	No	FALSE															
pytorch/serve	15	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MDc5Nzk1Ng==	1890	https://codeupcrc.github.io/?key=1890	modelVersion.equals("all")	Code	Yes	FALSE															
pytorch/serve	261	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxODM2NjExNA==	1886	https://codeupcrc.github.io/?key=1886	It's not clear if this plugin is needed to move the plugins SDK?	Code	No	FALSE															
pytorch/serve	460	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MjYxMDYyNw==	1885	https://codeupcrc.github.io/?key=1885	ssl port for metric endpoint?	Code	No	FALSE															
pytorch/serve	152	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxODIyMDA2Mg==	1887	https://codeupcrc.github.io/?key=1887	move "marName" to a global name	Code	No	FALSE															
pytorch/serve	152	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxODIyMTUyNg==	1888	https://codeupcrc.github.io/?key=1888	Same here. const strings / prop names to either global location or use getter methods.	Code	Yes	FALSE															
quarkusio/quarkus	6782	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MjY2ODY0NQ==	1895	https://codeupcrc.github.io/?key=1895	Same here, I'm pretty sure it will end up calling declaredAnnotations() again.	Code	No	FALSE															
quarkusio/quarkus	13394	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyNzQ4NDAzMQ==	1892	https://codeupcrc.github.io/?key=1892	We generally try to avoid having lambdas in code that executes at runtime. Can you please replace it with an if statement?	Code	No	FALSE															
quarkusio/quarkus	12857	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMjk4NzEwNg==	1893	https://codeupcrc.github.io/?key=1893	Isn't just a matter of checking whether or not the state cookie was set and if not just redirect to the IdP ?	Code	No	FALSE															
quarkusio/quarkus	13532	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMjA0MDI0OQ==	1891	https://codeupcrc.github.io/?key=1891	Suggested change                                                                                                                    .addClasses(DisabledSchedulerTest.Jobs.class)                                                                    .addClasses(PausedSchedulerTest.Jobs.class)                                 Thank you for adding a test. I think we added a wrong job class. It should be PausedSchedulerTest #Jobs.  Can you have a look at this, once it is done please squash the commits into one commit as suggested by @gsmet and this will be good for merging.	Code	No	FALSE															
quarkusio/quarkus	10890	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODMyMDY1OA==	1894	https://codeupcrc.github.io/?key=1894	This javadoc will be the title of the section so maybe just "User interface" or "UI configuration" would be better.	Javadoc	Yes	TRUE	Incomplete or inadequate code documentation	Method	Accepted	Change text in existing Javadoc to make it more concise	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	It's about documentation that helps developers to understand the element with which the text is associated.
quarkusio/quarkus-quickstarts	626	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODEyNjg1Mg==	1897	https://codeupcrc.github.io/?key=1897	Is ReactiveRoutes.asJsonArray( required now?	Code	No	FALSE															
quarkusio/quarkus-quickstarts	683	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5OTU3NDYwMQ==	1896	https://codeupcrc.github.io/?key=1896	Use log.info?	Other	Yes	FALSE															
quarkusio/quarkus-quickstarts	477	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4NzQ3Mjg0Mg==	1900	https://codeupcrc.github.io/?key=1900	fyi you can greatly simplify the parsing and usage text by using picocli ... not a blocker for the PR but just a pointer.  example: https://github.com/maxandersen/jbang/blob/master/examples/smee.java#L51	Code	Yes	FALSE															
quarkusio/quarkus-quickstarts	459	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3NjkzNzUyMA==	1902	https://codeupcrc.github.io/?key=1902	Some of them have quickstart in it but not all of them? Should we make everything consistent? @rsvoboda WDYT? BTW, we will need to upgrade the guides too.	Code	Yes	FALSE															
quarkusio/quarkus-quickstarts	578	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MDc2NDQ2Mw==	1898	https://codeupcrc.github.io/?key=1898	Also assert the station name so to see the joining works?	Code	No	FALSE															
quarkusio/quarkus-quickstarts	468	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4MzE1MjIzNA==	1901	https://codeupcrc.github.io/?key=1901	Any reason not to have this bean in its own package?	Code	No	FALSE															
quarkusio/quarkus-quickstarts	560	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyOTI0MDExNg==	1899	https://codeupcrc.github.io/?key=1899	ID will be automatically populated by MongoDB so you can skip them	Code	No	FALSE															
questdb/questdb	301	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNjc1NjU5NQ==	1907	https://codeupcrc.github.io/?key=1907	This change seems to be unrelated, was it added accidentally or it is on purpose?	Code	No	FALSE															
questdb/questdb	133	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNzA1MTUyMQ==	1909	https://codeupcrc.github.io/?key=1909	sorry to be a pain, all other "for" loops across the project at limited by constant rather than function. The rationale is to avoid calling function in a loop unnecessarily (which java will do). This may not matter as much here, but still it goes on the assumption that sourceMetaData.getColumnCount() is lightweight, which it is, but only coincidentally. More robust loop would be: for (int i = 0, n = sourceMetaData.getColumnCount(); i < n; i++) {	Code	No	FALSE															
questdb/questdb	244	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NTIwNzA3OQ==	1908	https://codeupcrc.github.io/?key=1908	This is a bad reference ownership. I feel this whole class can be part of TableWriter to avoid issues like this	Code	No	FALSE															
quickfix-j/quickfixj	322	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMDEzODE0Ng==	1910	https://codeupcrc.github.io/?key=1910	I know it does not make any sense, but to be backward compatible we need to set OutputKeys.INDENT, "yes" without setting the indent-amount, right?	Code	No	FALSE															
quickfix-j/quickfixj	322	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDYyNzU2MTkwMg==	1911	https://codeupcrc.github.io/?key=1911	Suggested change                                                                                                     * probably not sufficient for production use, but it more intended                                                     * probably not sufficient for production use, but is more intended	Javadoc	Yes	FALSE															
quickfix-j/quickfixj	298	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNjc0Mzg5Nw==	1913	https://codeupcrc.github.io/?key=1913	assertFalse(acceptorSessions.contains(session2)); would be good.	Code	No	FALSE															
quickfix-j/quickfixj	288	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNzMxODYzOQ==	1914	https://codeupcrc.github.io/?key=1914	Just a nitpick: could we remove the access modifier to enable access from within the package?	Code	No	FALSE															
quickfix-j/quickfixj	259	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4MjM0NTkwMg==	1915	https://codeupcrc.github.io/?key=1915	Make this private - it's not used outside this class.	Code	No	FALSE															
quran/quran_android	1363	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyODM0MTE5Mg==	1917	https://codeupcrc.github.io/?key=1917	replace with:   @Inject   QuranSettings quranSettings;  field at the top.	Code	No	FALSE															
quran/quran_android	1371	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMjk2OTIzMQ==	1916	https://codeupcrc.github.io/?key=1916	I continued to use the same IDs that the default Toast layout used.	Code	No	FALSE															
quran/quran_android	1313	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODQ0MDgxNQ==	1918	https://codeupcrc.github.io/?key=1918	what's the o here for? can we expand it?	Code	Yes	FALSE															
quran/quran_android	1313	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODQ0MDkxOQ==	1919	https://codeupcrc.github.io/?key=1919	this function would really benefit from some unit tests	Code	No	FALSE															
reactor/reactor-core	2277	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NzU0NDU3OA==	1925	https://codeupcrc.github.io/?key=1925	actually, I don't think this one should be removed :( It looks like it was deprecated by mistake, because ultimately the one we'd want removed is the one with a Consumer<Subscription> (see the TODO on subscribe variant with such a Consumer below)	Code	No	FALSE															
reactor/reactor-core	2363	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4NDczNzcxNA==	1924	https://codeupcrc.github.io/?key=1924	After further thoughts, I'm having huge doubts about the introduction of this method and the corresponding one in Mono as I think it can easily be missed by the user and though results in an invalid mix & match of firstValues and or operators called.	Code	No	FALSE															
reactor/reactor-core	2405	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5ODkxMjk1Nw==	1923	https://codeupcrc.github.io/?key=1923	we need either to make it consistent with the above constructor or open a separate PR to swap the parameters of the above constructor, wdyt? (the later would be breaking between RC1 and RC2, but probably a more meaningful order)	Code	Yes	TRUE	Complex, long, or inadequate logic	Method	Not Accepted											Explicit	The reviewer suggests this changing to "make it consistent with the above constructor"
reactor/reactor-core	2518	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNTMxNzIxNw==	1920	https://codeupcrc.github.io/?key=1920	wait, do we still need that? now the subscriber could be null and none of the Consumer<CoreSubscriber> have been amended to fix that :(	Code	No	FALSE															
realm/realm-java	6837	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDgwNjcxNw==	1930	https://codeupcrc.github.io/?key=1930	Should probably be getDefaultCodecRegistry	Code	Yes	TRUE	Bad identifier	Method	Accepted	Modify an identifier to express the meaning or type of an element	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The reviewer suggests to improve the identifier. The name of code element helps developers to understand what that element means and its content. The context of this improvement has no impact on the functionality or performance.
realm/realm-java	6837	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMDgwNzk3NQ==	1931	https://codeupcrc.github.io/?key=1931	It is fine to keep this public as long as there is a Javadoc stating it is still work-in-progress. The v10 branch is considered under development anyway, so merging "half-finshed" work should be okay as long as it is marked as such and doesn't break existing functionality.	Code	No	FALSE															
realm/realm-java	6839	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNDk0NzU5MQ==	1929	https://codeupcrc.github.io/?key=1929	Suggested change                                                                                                        String filterString = filter == null ?                                                        String filterString = (filter == null) ?	Code	Yes	FALSE															
realm/realm-java	6786	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMjY2OTI3Mw==	1934	https://codeupcrc.github.io/?key=1934	Suggested change                                                                                                     * @param callback callback used when the the keys were fetched or the call failed. The callback                                                     * @param callback callback used when the keys were fetched or the call failed. The callback	Javadoc	Yes	TRUE	Incomplete or inadequate code documentation	Method	Accepted	Change text in existing Javadoc to improve grammar or fix a typo	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The review suggests to fix a typo in the documentation. The suggestion helps to improve the understandability of the documentation and, therefore, the source code
realm/realm-java	7053	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NTQzNzI5MA==	1927	https://codeupcrc.github.io/?key=1927	You don't need to call refresh. It should be up to date when opened.	Code	No	FALSE															
realm/realm-java	6788	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMzg3NzE4MA==	1933	https://codeupcrc.github.io/?key=1933	Unfortunately I still have not found a nice way to serialize to json without adding json keys using org.bson-library	Code	No	FALSE															
realm/realm-java	6961	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NDMyOTg5Ng==	1928	https://codeupcrc.github.io/?key=1928	This factory method feels a bit weird to have public? Since it doesn't really work for any other "feature"?	Code	No	FALSE															
realm/realm-java	7097	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4ODU3NDI1MA==	1926	https://codeupcrc.github.io/?key=1926	Is the code snippet pointed to from the doc is up-to-date?	Code	No	FALSE															
redhataccess/pantheon	266	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMzEwMjk4Ng==	1937	https://codeupcrc.github.io/?key=1937	Would it make more sense to set the path to "/api/assemblies"?	Code	No	FALSE															
redhataccess/pantheon	301	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNDU4NzQ3OQ==	1936	https://codeupcrc.github.io/?key=1936	instead of this conditional you coul use the traversal api. It would yield cleaner, more concise code.	Code	Yes	TRUE	Complex, long, or inadequate logic	Operation	Accepted	Replace method calling chain by existing API	Yes		No	No	NONE	NONE	NONE	NONE	FALSE	Explicit	The text "It would yield cleaner, more concise code" is the key to know that the change is to improve understandability
redhataccess/pantheon	362	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2NjQzODUwNQ==	1935	https://codeupcrc.github.io/?key=1935	please rename module_uuid to assembly_uuid	Code	Yes	TRUE	Bad identifier	Variable	Accepted	Modify an identifier to express the meaning or type of an element	Yes		No	No	NONE	NONE	NONE	NONE	FALSE	Implicit	The reviewer suggests to improve the identifier. The name of code element helps developers to understand what that element means and its content.
redhataccess/pantheon	218	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MjA1MDY1OA==	1938	https://codeupcrc.github.io/?key=1938	So, this will NOT be appearing in the API anymore? Just confirming...	Code	No	FALSE															
redhataccess/pantheon	218	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MjA1MjAyNQ==	1939	https://codeupcrc.github.io/?key=1939	I'm having a bit of trouble following these event types. Could you explain what the difference is between ModuleVersionPublishStateEvent and ModuleVerisonPublishedEvent? they seem to be the same thing	Code	No	FALSE															
resilience4j/resilience4j	1063	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NDE3OTY4Ng==	1945	https://codeupcrc.github.io/?key=1945	Let's rename it to DEFAULT_TIMESTAMP_FUNCTION	Code	Yes	TRUE	Bad identifier	Attribute	Accepted	Modify an identifier to express the meaning or type of an element	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The reviewer suggests improve the name. This changing does not affect understandability or performance
resilience4j/resilience4j	1093	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2OTc1NzcxOA==	1944	https://codeupcrc.github.io/?key=1944	Please use AssertJ	Code	Yes	TRUE	Complex, long, or inadequate logic	Call	Accepted	Use a different type to be consistent with other parts of the code	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The reviewer suggests using an alternative library to be consistent with the other parts of the code. It does not change the performance or functionality.
resilience4j/resilience4j	990	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyMjY0MjI3NQ==	1946	https://codeupcrc.github.io/?key=1946	Per my comment here, I'd strongly suggest we rename this default.	Code	Yes	FALSE															
resilience4j/resilience4j	1156	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4NDUzMTYzOA==	1943	https://codeupcrc.github.io/?key=1943	remove qualified name	Code	Yes	TRUE	Unnecessary Code	Class	Accepted	Remove imported type from fully qualified names	Yes		Yes		NONE	UnnecessaryFullyQualifiedName	Simple class names should be used	NONE	TRUE	Implicit	Because the suggestion is to not use the package name in declaration of class. It's about style. It's not seems to be related to another purposeful
resilience4j/resilience4j	1175	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5Mjk4NDI4OQ==	1942	https://codeupcrc.github.io/?key=1942	just cosmetic/convention changes (empty lines): FallbackMethod fallbackMethod = FallbackMethod             .create("fallbackMethod", testMethod, new Object[]{"test", "test"}, target);  String fallback = fallbackMethod.fallback(new IllegalStateException("err");   assertThat(fallback)).isEqualTo("recovered-IllegalStateException");	Code	Yes	TRUE	Inconsistent or disrupted formatting	Method	Accepted	Add or remove vertical spacing	Yes		Yes		NONE	NONE	NONE	EmptyLineSeparator	TRUE	Explicit	The reviewer suggested adding blank lines since it is a "cosmetic change."
resilience4j/resilience4j	1179	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwMTQ3MTIxMQ==	1941	https://codeupcrc.github.io/?key=1941	You may want to make these values relative to the built in values in Micronaut https://github.com/micronaut-projects/micronaut-core/blob/2.1.x/aop/src/main/java/io/micronaut/aop/InterceptPhase.java#L43	Code	No	FALSE															
resteasy/resteasy	2526	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5MjA0Njk3OA==	1949	https://codeupcrc.github.io/?key=1949	no RX layer so far  Where is RX classes used here?	Other	No	FALSE															
resteasy/resteasy	2526	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5MjA0OTE4NA==	1950	https://codeupcrc.github.io/?key=1950	Why is this annotation added here?	Code	No	FALSE															
resteasy/resteasy	2632	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0Mzc3MzIzOQ==	1947	https://codeupcrc.github.io/?key=1947	This looks different from how we did it in the 3.x branches.	Code	No	FALSE															
resteasy/resteasy	2582	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxMTgyNDAxNw==	1948	https://codeupcrc.github.io/?key=1948	should it handle rejection?	Code	No	FALSE															
resteasy/resteasy	2501	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MTAyMDI5OQ==	1952	https://codeupcrc.github.io/?key=1952	if (cache== null) check again here ?	Code	No	FALSE															
ripe-ncc/whois	651	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2ODQ5ODUxMg==	1955	https://codeupcrc.github.io/?key=1955	Can the TODO be resolved?	Comments	No	FALSE															
ripe-ncc/whois	711	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNzUyMzkyNQ==	1953	https://codeupcrc.github.io/?key=1953	Can you add in a test for nameservers (i.e. the search) - the previous ones were removed	Code	No	FALSE															
ripe-ncc/whois	629	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNDUzOTIxMA==	1957	https://codeupcrc.github.io/?key=1957	update.getUpdatedObject().getValuesForAttribute(AttributeType.MNT_BY); is a bit cleaner?	Code	Yes	TRUE	Complex, long, or inadequate logic	Call	Not Accepted											Explicit	The reviewer asked for an alternative expression because it "is a bit cleaner"
ripe-ncc/whois	653	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NjM5OTYwMw==	1954	https://codeupcrc.github.io/?key=1954	Nitpicking here but .withPath(...) should be on next line.	Code	Yes	FALSE															
ripe-ncc/whois	632	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMDA1NDEzMA==	1956	https://codeupcrc.github.io/?key=1956	Prefix with 'sort consistently ... for predictable search results'	Comments	Yes	FALSE															
rsksmart/rskj	1304	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4NTgzNTI5Ng==	1963	https://codeupcrc.github.io/?key=1963	Suggested change                                                                                                        byte[] opReturnOutput = BtcTransactionFormatUtils.extractOpReturnData(btcTx);                                                        byte[] opReturnOutputData = BtcTransactionFormatUtils.extractOpReturnData(btcTx);	Code	Yes	TRUE	Bad identifier	Variable	Accepted	Modify an identifier to express the meaning or type of an element	Yes		Yes		NONE	NONE	NONE	NONE	FALSE	Implicit	The reviewer recommends a name change for better understanding, without impacting performance or functionality.
rsksmart/rskj	1350	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNTEwNjUwMg==	1958	https://codeupcrc.github.io/?key=1958	Unused variable hash	Code	Yes	FALSE															
rsksmart/rskj	1305	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4NTg3ODk4OA==	1962	https://codeupcrc.github.io/?key=1962	Any reason to this change?	Code	No	FALSE															
rsksmart/rskj	1159	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2Njk3NDIyOA==	1967	https://codeupcrc.github.io/?key=1967	Really? xD	Code	No	FALSE															
rsksmart/rskj	1303	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4NTUzMTc2NA==	1964	https://codeupcrc.github.io/?key=1964	how about this way?     public static int numBytes(String val) {         return new BigInteger(val).bitLength() / 8 + 1;     }	Code	Yes	FALSE															
rsksmart/rskj	1326	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwOTcyOTMyOA==	1961	https://codeupcrc.github.io/?key=1961	Shouldn't we validate header and block, before preprocessing? This is a more open/complex question. The issue that i see, is that if block header (e.g.) is invalid, we'll be trying to get parents when not necessary.	Code	No	FALSE															
rsksmart/rskj	1294	MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ4MTMzMTA5NA==	1965	https://codeupcrc.github.io/?key=1965	I would add some tests for this method, seems to have some complexity.	Code	No	FALSE															
