id	url	bodyText	What (is the problem?)	Where (is the problem?)	Accepted?
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5OTM4NzU4Ng==	https://codeupcrc.github.io/?key=2026	This was an unnecessary line change.                         Suggested change                                                                                                  return join ? "join " + strings.toString(e, debug)                                                   +(delimiter != null ? " with "                                                   + delimiter.toString(e, debug) : "")                                                   : ((regex ? "regex " : "")                                                   +"split " + strings.toString(e, debug)                                                   + (delimiter != null ? " at "                                                   + delimiter.toString(e, debug) : ""));                                                  return join ? "join " + strings.toString(e, debug) +(delimiter != null ? " with " + delimiter.toString(e, debug) : "") : ((regex ? "regex " : "") +"split " + strings.toString(e, debug) + (delimiter != null ? " at " + delimiter.toString(e, debug) : ""));	Inconsistent or disrupted formatting	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5MDUyMTgxMQ==	https://codeupcrc.github.io/?key=2033	The signature should likely be PropertySheetTask<T extends AbstractNode>. See the comment on computePropertyValue for more details.	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyOTEyNTQzOQ==	https://codeupcrc.github.io/?key=2038	getSlots() seem rather un-intuitive. Think that name could be improved.	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2Mzc3Mzg4MQ==	https://codeupcrc.github.io/?key=2049	Do we need to update this right now and does it need to go from 2017 - 2020 as a combination of the original SdlSession and SdlSession2	Incomplete or inadequate code documentation	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1ODMxMjA5OQ==	https://codeupcrc.github.io/?key=2050	For all Methods in this class, to be consistent, will you add a space before { to look like:  public void setStabilityControlsStatus(StabilityControlsStatus stabilityControlsStatus) {	Inconsistent or disrupted formatting	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxODQ2Nzk3MQ==	https://codeupcrc.github.io/?key=2055	The test about hasSemantic() is useful for checks that extends IssuableSubscriptionVisitor. But because AbstractMethodDetection already do this test, we don't need it.	Unnecessary Code	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyNTExMDU3Ng==	https://codeupcrc.github.io/?key=2053	Looks like my suggestion was not that elegant. For me it will be more readable to use lambda.                         Suggested change                                                                                                        ((Predicate<Tree>) ConstantsShouldBeStaticFinalCheck::isIgnoredKind).or(ConstantsShouldBeStaticFinalCheck::isThisOrSuper));                                                        (tree -> isIgnoredKind(tree) || isThisOrSuper(tree)));	Complex, long, or inadequate logic	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTg1NjU4OA==	https://codeupcrc.github.io/?key=2065	Remove this?	Unnecessary Code	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwODM0Mjc2OA==	https://codeupcrc.github.io/?key=2064	afaik you can just do SpliceUnitTest.rowContainsQuery(levels, query, "rows=10","MergeJoin"); which does the try/createStatement for you	Complex, long, or inadequate logic	Try-Catch	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4MjQwMDc2NQ==	https://codeupcrc.github.io/?key=2071	The constant here should be shoved into the related (or new) Constants nested class.	Missing constant usage	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxODkyNzY1Nw==	https://codeupcrc.github.io/?key=2080	Suggested change                                                                                                        Builder setArgument(@Nullable String string);                                                        Builder setArguments(@Nullable String string);                                 Like the above thought, probably want to update this builder function to be plural rather than singular	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MDUyNjg1Nw==	https://codeupcrc.github.io/?key=2074	Unused import	Unnecessary Code	Import	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5OTQ3NjQ5Mw==	https://codeupcrc.github.io/?key=2094	from the request message	Inadequate logging and monitoring	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMzM2NDU1Ng==	https://codeupcrc.github.io/?key=2104	This looks very crude for info level. Is it some left over from debugging?	Inadequate logging and monitoring	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU2NzgyNTQ3OA==	https://codeupcrc.github.io/?key=2107	could you please rename it?	Bad identifier	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MDg3NjA2OQ==	https://codeupcrc.github.io/?key=2105	Were these imports missing in this class? I don't see you add their usage, maybe they are redundant?	Unnecessary Code	Import	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxMzgxNTk3OA==	https://codeupcrc.github.io/?key=2163	It would be better to declare this Strings as constants.	Missing constant usage	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3MTQxMDQ4MQ==	https://codeupcrc.github.io/?key=2171	2 questions:  How are the changes in this file related to the title "NPE during producting flow dump"? What benefits do these changes bring? IMHO, 2 iterators instead of an index are neither shorter nor clearer.	Complex, long, or inadequate logic	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NDcwMDUwNg==	https://codeupcrc.github.io/?key=2180	why ReplyWorkflowContext?  Looks like a comment would be helpful here.	Incomplete or inadequate code documentation	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MjUzNDE2Mw==	https://codeupcrc.github.io/?key=2179	We already have constants for some defaults in this file. I would convert these to constants as well.	Missing constant usage	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2ODQ5MTY4Nw==	https://codeupcrc.github.io/?key=2202	Code duplication	Unnecessary Code	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MDQyNjQ4Mg==	https://codeupcrc.github.io/?key=2204	spacing is a bit off here.	Inconsistent or disrupted formatting	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MjQzMzM5Mg==	https://codeupcrc.github.io/?key=2203	Undo wildcard import.	Complex, long, or inadequate logic	Import	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNTY5MTcwMA==	https://codeupcrc.github.io/?key=2209	I'm wondering why this method call always passes ignoreAttemptFailure=true (sorry, a bit too difficult for me 😅.) Could I ask you the followings?  Add a comment for each case about why target attempt is expected to fail 2. If possible, make this method call pass attemptShouldFail or something deterministic instead of  ignoreAttemptFailure (probably related to https://github.com/treasure-data/digdag/pull/1409/files#r435692688)	Incomplete or inadequate code documentation	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDYyNzA3OTUwNg==	https://codeupcrc.github.io/?key=2211	Our code style is to name things in camel case where only the first letter is capitalized, including acronyms, so write this as getJsonPointer	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMzM1MDM5MQ==	https://codeupcrc.github.io/?key=2212	use simple concatenation. format makes it just obscure. Same goes to below places like that:         testRow(rowDecoder, generateRecord(initialSchema, Arrays.asList(3, format("string-%s", 3))), 1);         testRow(rowDecoder, generateRecord(evolvedSchema, Arrays.asList(4, format("string-%s", 4), 4L)), 2);         testRow(rowDecoder, generateRecord(evolvedSchema, Arrays.asList(5, format("string-%s", 5), null)), 2);	Wrong, missing, or inadequate string expression or literal	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MTEzNDc5Ng==	https://codeupcrc.github.io/?key=2235	is node in this line referring to the input node or to nodes generally? The given text isn't clear.	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMTI2Njk3NQ==	https://codeupcrc.github.io/?key=2241	You shouldn't need this throw, the fact that the repoObjLoader returns a work should trigger the expected exception	Unnecessary Code	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNzQ5MTA1Mw==	https://codeupcrc.github.io/?key=2240	you can use StringUtils.isBlank in place of these two checks (the apache commons lang3 version)	Complex, long, or inadequate logic	Operation	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyODMyMTk3MQ==	https://codeupcrc.github.io/?key=2238	this method isn't used	Unnecessary Code	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NTg3NzU1Ng==	https://codeupcrc.github.io/?key=2244	This is a new class that uses the canonicalization of the LSRV part of a locale identifier to verify correctness of the algorithm and test data.	Incomplete or inadequate code documentation	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NjAyMzYwNw==	https://codeupcrc.github.io/?key=2254	Suggested change                                                                                                     */                                                     * @see #addSizeChangeListener(ComponentEventListener<SizeChangeEvent<?>>)                                                     */	Incomplete or inadequate code documentation	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5NjUyMjU1NQ==	https://codeupcrc.github.io/?key=2251	unused method in class that is also a duplicate of the one in the server package.	Unnecessary Code	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0Njg1MjAwMA==	https://codeupcrc.github.io/?key=2263	This should be deprecated	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyOTQ3OTQwNA==	https://codeupcrc.github.io/?key=2264	if (	Inconsistent or disrupted formatting	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1MTM5MDIzMA==	https://codeupcrc.github.io/?key=2273	Questionable comment	Incomplete or inadequate code documentation	Loop	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5MDA4MDM2MQ==	https://codeupcrc.github.io/?key=2281	it can be inlined	Unnecessary Code	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNzc4NzkwNA==	https://codeupcrc.github.io/?key=2287	not supported sounds a bit better than "unsupported"	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNTc4ODQwMg==	https://codeupcrc.github.io/?key=2307	This should also say 'or {@code null} if the operation has no such parameter'.	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MTYyOTEwMg==	https://codeupcrc.github.io/?key=2317	Suggested change                                                                                                                    " will be used for the signing.");                                                                    " will be allowed for the signing.");	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ5NzMxMzQyMQ==	https://codeupcrc.github.io/?key=2320	Do we need extra lines?	Inconsistent or disrupted formatting	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2MzkwNjc1MQ==	https://codeupcrc.github.io/?key=2337	In my opinion, we do not need this log. WDYT?	Inadequate logging and monitoring	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMDUxOTk1Nw==	https://codeupcrc.github.io/?key=2119	add a comment that explain the skipped char on windows system	Incomplete or inadequate code documentation	Conditional	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3NzY3NjMwNw==	https://codeupcrc.github.io/?key=2130	Pls use the assertThatThrownBy-pattern to be consistent with other tests	Complex, long, or inadequate logic	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NjY1Mjc3OA==	https://codeupcrc.github.io/?key=2123	Suggested change                                                                                                    assertThat(selectedAndClaimedTasks.stream().map(Task::getOwner))                                                    assertThat(selectedAndClaimedTasks)                                                        .extracting(Task::getOwner)	Complex, long, or inadequate logic	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5ODY1MDc3Nw==	https://codeupcrc.github.io/?key=2127	Cancels a task. Cancellation means a task is obsolete from a business perspective an does not need to be completed anymore.	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwNjc5MTE2NQ==	https://codeupcrc.github.io/?key=2133	Should be studentRows here.	Bad identifier	Variable	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NjU3MzIyMQ==	https://codeupcrc.github.io/?key=2140	remove this line. Typo + duplicate from the one below	Unnecessary Code	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3OTkyNjA5Nw==	https://codeupcrc.github.io/?key=2152	Suggested change                                                                                                        if (null == title) {                                                        if (title == null) {	Inconsistent or disrupted formatting	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5NTgwMjc1OQ==	https://codeupcrc.github.io/?key=2148	This could use the InfoItemsPage#emptyPage method, and to improve readability, add brackets and place the return in the next line.                         Suggested change                                                                                                            if (ajaxJson.getObject("continuationContents") == null) return new InfoItemsPage<>(collector, null);                                                            if (ajaxJson.getObject("continuationContents") == null) {                                                                return InfoItemsPage.emptyPage();                                                            }	Inconsistent or disrupted formatting	Conditional	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2MzE2MzEzNA==	https://codeupcrc.github.io/?key=2318	Shall we add a colon before the parameters?	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4Njg2MDE4Mw==	https://codeupcrc.github.io/?key=2325	format -add method description	Inconsistent or disrupted formatting	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4NjM0ODkyNA==	https://codeupcrc.github.io/?key=2346	let's use requiredAttributes for consistency. We are following that in IDP, APP etc.	Bad identifier	Parameter	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU3NjgzMTU0Nw==	https://codeupcrc.github.io/?key=2348	Space after comman.. Fix similar places.	Inconsistent or disrupted formatting	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNTY4MTc3NQ==	https://codeupcrc.github.io/?key=2350	I feel it would be better to include what we expected to happen here. "Authentication request was not initiated after logout from sample. Possible logout failure."	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MTYyMTI5Ng==	https://codeupcrc.github.io/?key=2359	Unify the variable names txCancel and jpaTransactionCancel.	Bad identifier	Parameter	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MTk0MjAyOA==	https://codeupcrc.github.io/?key=2365	@kokodyn iterable, not iterator :) same with the test name	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NDc5MDIzNw==	https://codeupcrc.github.io/?key=2376	Rename these to startWarehouseIdForShard and totalWarehousesAcrossShards	Bad identifier	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDY2NTk2OTgzMQ==	https://codeupcrc.github.io/?key=2382	AppParameter is misleading, not just about the target app. InputVector would be closer to what it is.	Bad identifier	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3MDkyMzYzMA==	https://codeupcrc.github.io/?key=2387	This seems to be done	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM2NjM4NjgxMg==	https://codeupcrc.github.io/?key=2400	path="" is redundant	Unnecessary Code	Annotation	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0NjY1MjgwMg==	https://codeupcrc.github.io/?key=2393	Could you please add some comment or rename the load and set methods so we better know what they are doing. For future maintenance.	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyODU2NTU2NA==	https://codeupcrc.github.io/?key=236	inferrable type informations                         Suggested change                                                                                                            Set<String> charInstructions = new TreeSet<>(Arrays.<String>asList(new String[]{"apply-templates", // NOI18N                                                            Set<String> charInstructions = new TreeSet<>(Arrays.asList(new String[]{"apply-templates", // NOI18N                                 strictly speaking the array creation is not needed as well	Unnecessary Code	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0NzcyNjI3NQ==	https://codeupcrc.github.io/?key=247	New line indent is 2. Here second line of a long line is 4.	Inconsistent or disrupted formatting	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNzQzNDA5NQ==	https://codeupcrc.github.io/?key=257	nit:                         Suggested change                                                                                                  private static FileEncryptionProperties getUniformEncryptionEncryptionProperties() {                                                  private static FileEncryptionProperties getUniformEncryptionProperties() {	Bad identifier	Method	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0NTQ5NjkxOQ==	https://codeupcrc.github.io/?key=267	log instead	Inadequate logging and monitoring	Call	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzOTY0OTUxMg==	https://codeupcrc.github.io/?key=266	nit: static import assertFalse() like you've done for assertNotNull()	Complex, long, or inadequate logic	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzMjcxODAyNg==	https://codeupcrc.github.io/?key=280	Suggested change                                                                                                    protected static List<String> fooFieldNames =  new ArrayList<>();                                                    protected static List<String> fooFieldNames = new ArrayList<>();	Inconsistent or disrupted formatting	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NTAwNTcyNw==	https://codeupcrc.github.io/?key=293	Should this be ContainerLocation or something? HostLocality sounds wrong because the host doesn't have a location, it is the location.	Bad identifier	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ3NzAwOTA3OA==	https://codeupcrc.github.io/?key=294	{@link JobModel}	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQyNjk3OTU1NQ==	https://codeupcrc.github.io/?key=307	There should be a blank line here.	Inconsistent or disrupted formatting	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0NzAzOTQ1NA==	https://codeupcrc.github.io/?key=319	nit: receive -> received ; And add  the log to indicate the message is ignored will be helpful Also can you show the log after you added remote? Is it an Ip address? Thanks	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM4ODUzMjE0MQ==	https://codeupcrc.github.io/?key=325	What's the different between this and testConstraintSolverForceBacktrack	Unnecessary Code	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwNjQ1NTAzMA==	https://codeupcrc.github.io/?key=321	What does the comment mean? Or can it be removed?	Incomplete or inadequate code documentation	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMDY0NjgxOA==	https://codeupcrc.github.io/?key=478	Why does findByEmailAddressAndProviderConfigId(...) return a List? Shouldn't it be an optional? I think what we want is a findByEmailAddressInAndProviderConfigId(Collection<String> emailAddresses, Long providerConfigId). (Note the "In" in the method name; this will allow us to get all of the relevant relations in a single query).	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNTQxOTAwNA==	https://codeupcrc.github.io/?key=482	I don't like that this is called "collectCodeLocationNames" when it really "creates" code location names.	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0MDM2MTM0MQ==	https://codeupcrc.github.io/?key=490	I hope to god the next Eclipse version fixes this idiotic code formatting bug...	Inconsistent or disrupted formatting	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzNDEyNTI2MQ==	https://codeupcrc.github.io/?key=493	Suggested change                                                                                                    }                                                    public void remove() {                                                    }                                                                                                        public void remove() {	Inconsistent or disrupted formatting	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyNzEyOTQxOA==	https://codeupcrc.github.io/?key=500	Should add some minimal documentation here	Incomplete or inadequate code documentation	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUyODcxMjE0MA==	https://codeupcrc.github.io/?key=508	Maybe we can call these arguments replyDelay, I think it'd be clearer	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwMzY4NzY1MA==	https://codeupcrc.github.io/?key=509	Suggested change                                                                                                          .name("broker_process_startup_metric")                                                          .name("broker_start_step_latency")	Wrong, missing, or inadequate string expression or literal	Literal	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2ODA4ODUyMQ==	https://codeupcrc.github.io/?key=536	this shouldn't come back, it's being set lower now (line 127)	Unnecessary Code	Loop	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUwODIxMzQ4Mw==	https://codeupcrc.github.io/?key=535	This method actually returns the Requirements class, not the annotation, so better call it getArtifactRequirements()	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM5NzUxNTI4NQ==	https://codeupcrc.github.io/?key=543	nit: JoinerConfig.JOIN_KEYS	Complex, long, or inadequate logic	Attribute	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUzNDE0MjA5MQ==	https://codeupcrc.github.io/?key=558	This is why property descriptions must start with a verb in the singular tense.	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQzMzE1Mjc2OQ==	https://codeupcrc.github.io/?key=564	extract this getHookPhasesForCurrentStepPhase(hookToBeExecuted, hookPhasesForCurrentStepPhase) to a variable	Complex, long, or inadequate logic	Variable	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3ODk3MTg4Mw==	https://codeupcrc.github.io/?key=573	If I'm not mistaken the parameters have changed but the general logic behind this statement has not correct?  I ask because currently in the test environment this is logging every second and causing logs to fill up quite a bit. Could this be changed to a debug level?	Inadequate logging and monitoring	Call	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDM3ODk3MjM2Mw==	https://codeupcrc.github.io/?key=574	Same as above, this is currently logging every second in test.  Can this be changed to debug?	Inadequate logging and monitoring	Call	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0OTgxNDkyNA==	https://codeupcrc.github.io/?key=570	Would you mind applying this suggestion?                         Suggested change                                                                                                   * @param columnLength specifies the column length {@link Optional<Integer>}                                                   * @param columnScale specifies the column scale {@link Optional<Integer>}                                                   * @param columnLength specifies the column length {@link Optional<Integer>}, for numeric types this represents the total number of digits that can be stored                                                   * @param columnScale specifies the column scale {@link Optional<Integer>}, for numeric types this represents how many of the total digits (see `columnLength`) are to the right of the decimal point	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0MzM0MDI5NA==	https://codeupcrc.github.io/?key=865	Would a log.warn make sense here?	Inadequate logging and monitoring	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2NzY1MjYxNw==	https://codeupcrc.github.io/?key=876	Suggested change                                                                                                   * @param blockEntity  entity the block entity of the block that was going to be broken, can be {@code null}                                                   * @param blockEntity the block entity of the block that was going to be broken, can be {@code null}	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1Mjc0NjI1Mg==	https://codeupcrc.github.io/?key=899	Suggested change                                                                                                      CompletableFuture<String> errorFuture = new CompletableFuture<>();                                                      errorFuture.completeExceptionally(new IllegalArgumentException("Map name is not a generated map"));                                                      return errorFuture;                                                      return CompletableFuture.failedFuture(new IllegalArgumentException("Map name is not a generated map"));	Complex, long, or inadequate logic	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQwMTI1MDc1OA==	https://codeupcrc.github.io/?key=922	Lets add why we do this? (something like: this is required because we trust the server to tell us which campaigns can be re-impressed to honor frequency limits)?	Incomplete or inadequate code documentation	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0Mzc0MDIxNQ==	https://codeupcrc.github.io/?key=920	We might need some clarity here. The javadoc gives the impression that INSTANCE_ID_TOKEN can be fetched from FIS SDK, which is incorrect. We can explicitly call out INSTANCE_ID_TOKEN is replaced by  installation auth token fetched from FIS SDK.	Incomplete or inadequate code documentation	Annotation	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDUxNDYyNzM4Mw==	https://codeupcrc.github.io/?key=926	typo - and	Incomplete or inadequate code documentation	Call	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ1NDQ5NjIxNA==	https://codeupcrc.github.io/?key=930	Can you be more specific about the usage of this class? It should mention log4j, Vertx context, Vertx vertx local data.	Incomplete or inadequate code documentation	Class	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ2ODYyODIyMg==	https://codeupcrc.github.io/?key=931	Taking a value out of a JWT token without validating the token can cause a security issue because anyone can spoof it. Such a value must be handled with caution and care. I suggest to rename the methods to draw developer attention to the missing validation:  rename getTenant() to getTenantWithoutValidation() rename getUsername() to getUsernameWithoutValidation() rename getUserId() to getUserIdWithoutValidation() rename getFieldFromToken(String) to getFieldFromTokenWithoutValidation(String)	Bad identifier	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU2MTE0MzgwMw==	https://codeupcrc.github.io/?key=935	It needs more detailed explanation but we can wait for next PR.	Incomplete or inadequate code documentation	Class	Not Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQ0OTg5NDkzMQ==	https://codeupcrc.github.io/?key=945	To make the controller method a bit explicit, I would recommend to create a controllerUtil class and move the private methods there.	Complex, long, or inadequate logic	Method	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDU0NjcwMTg1OA==	https://codeupcrc.github.io/?key=958	This seem not used later.	Unnecessary Code	Variable	Accepted
MDI0OlB1bGxSZXF1ZXN0UmV2aWV3Q29tbWVudDQxNDQ5NDcyNg==	https://codeupcrc.github.io/?key=964	Indentation	Inconsistent or disrupted formatting	Method	Accepted
